asset_id,timestamp,burr_microns,humidity_rh,winding_tension_n,vpd_moisture_rate,tank_bolt_torque_nm,oil_fill_rate_lpm,hydrogen_ppm,acetylene_ppm,ethylene_ppm,transit_impact_g,signature,actual_label
TR-2026-0130,2026-01-02T16:15:00,10.68,21.355,476.344,0.562,177.024,87.885,3.828,1.375,3.784,1.302,230461c5390423eef3007ca162445f5dfece2a124112dfe220f85d59d304916e,1
TR-2026-0131,2026-01-02T16:30:00,16.549,42.547,499.237,0.417,191.119,84.158,6.814,1.387,3.829,2.005,e123e7249692398ea7276fe2d2225324beac8817ca0f0788f823d2ba58318172,1
TR-2026-0132,2026-01-02T16:45:00,17.356,47.859,553.704,0.378,174.755,88.678,10.966,0.816,2.07,0.724,cdb42d6a797df8a6e76e084c99e8d09d19372c79a4f8688cfebd78dd17f30a47,1
TR-2026-0133,2026-01-02T17:00:00,6.697,45.876,559.377,0.449,157.875,83.474,7.512,1.638,1.814,1.063,044a389cf94a7dac5cea81825436ec1ced7e183810473680817d61c035d5cbe0,1
TR-2026-0134,2026-01-02T17:15:00,13.35,49.507,524.01,0.483,194.331,78.524,10.634,0.251,4.493,1.263,d7b4aecec4ddd963b7f868a65eb9bb091f937c6908648a98e7a7135a90e6e2f1,1
TR-2026-0135,2026-01-02T17:30:00,11.932,40.02,482.49,0.415,171.752,87.582,4.55,1.085,2.228,1.002,edd55c0034a1686990c61ffbc508a680e457b0b6c9bb6f09293a5ab218ca1624,1
TR-2026-0136,2026-01-02T17:45:00,15.975,47.642,512.589,0.5,159.714,84.655,13.993,0.853,4.102,1.392,aa7dda7d4503ba90e381b02992d2df1d839c96a5e7b9a10d27653a542170c663,1
TR-2026-0137,2026-01-02T18:00:00,6.008,31.541,527.36,0.379,200.744,82.479,2.196,0.293,-0.125,1.118,c218689774dd2d67aaf9b563cda1f5ac3cbac77613cd1829d456f581d1f72141,1
TR-2026-0138,2026-01-02T18:15:00,10.727,53.631,561.948,0.433,159.384,89.938,9.666,0.924,5.472,0.792,46e1335560669907aebf1c05406996ec040efd8a24de36fd0fa745d4cdf778e1,1
TR-2026-0139,2026-01-02T18:30:00,9.122,50.994,460.943,0.357,203.196,82.913,10.52,0.895,3.843,1.677,624e095bf240f73b53930276eac8710db071caf51531b5f6b6d69d0e87c15aee,1
TR-2026-0140,2026-01-02T18:45:00,6.658,38.574,539.292,0.49,166.195,79.205,6.255,0.654,1.936,0.98,29e1122679611f0bec68799951440e5530acbf2eb53792f71a0157259ece541e,1
TR-2026-0141,2026-01-02T19:00:00,14.315,51.473,514.897,0.411,186.679,78.467,4.56,0.424,3.048,0.793,39cfcc1f3752eee8607417de41c6e4e9cee5608988eeda398b165225692bcc33,1
TR-2026-0142,2026-01-02T19:15:00,14.189,32.303,520.88,0.428,189.098,84.896,3.639,0.295,4.044,1.56,6ee8ccbc8c2ad53e9883a3d1210f500f6bbf9428357fea7f8bf561a2ca953382,1
TR-2026-0143,2026-01-02T19:30:00,13.037,54.517,514.644,0.505,176.563,84.045,3.137,-0.138,5.414,0.855,630ebb367ce6e0a5105235854925809ee27c34fdc796417f6e6f4c19b5919dd3,1
TR-2026-0144,2026-01-02T19:45:00,7.841,33.72,513.916,0.377,189.536,88.62,8.963,0.895,6.367,0.826,73aeca6c2ba95f460cc4ea05d9803690bfc739aaf0b91b907259b23191e63837,1
TR-2026-0145,2026-01-02T20:00:00,15.398,55.116,470.238,0.419,201.297,89.065,8.586,0.713,3.424,1.301,6ed4e0ea6f45c6e85c90b17defe297a442f3a6732fe510e620a8706638e4eb53,1
TR-2026-0146,2026-01-02T20:15:00,11.872,45.629,496.267,0.503,219.971,70.784,8.972,0.496,4.866,1.216,f378ece97682b3c73acd57975ed3890a9532c16ca1b8f29ce4049e9f5f156e92,1
TR-2026-0147,2026-01-02T20:30:00,15.527,46.539,559.622,0.216,204.085,88.0,11.234,0.312,2.754,1.251,e44b66e8bfd1473b31020509d9e66e51668936c458009e764454b687c754d97c,1
TR-2026-0148,2026-01-02T20:45:00,12.849,53.676,458.217,0.547,185.099,83.37,3.587,1.001,0.379,1.427,50e81a2b0bf4649bddc15a7a3a95308754b0abe4d3c3b3f19a9925834558c359,1
TR-2026-0149,2026-01-02T21:00:00,12.16,44.047,560.934,0.432,176.67,80.947,11.819,1.015,3.422,1.117,4fa8fd8f007ca0bdc001706455e0f8e666adc9620c64408fc69c259834ed1b57,1
TR-2026-0150,2026-01-02T21:15:00,13.165,30.921,546.313,0.463,213.643,76.199,7.692,1.519,5.787,0.956,573981db309a5eb452c26d4d53c4ca9b93a6973422070593f4391b5e9092a081,1
TR-2026-0151,2026-01-02T21:30:00,12.006,47.256,495.546,0.441,165.823,86.081,9.35,0.709,1.577,1.546,7dadd19390769aaea899bae6ca5b43677a3e6973f982b81b77260022990165e9,1
TR-2026-0152,2026-01-02T21:45:00,9.822,42.755,467.477,0.347,178.546,94.827,6.081,1.056,3.193,1.287,5a3d782f502fd521b099c70cfb1b254d1444e86efdf1a520a0277518faef3ff1,1
TR-2026-0153,2026-01-02T22:00:00,14.619,40.722,464.962,0.312,178.617,75.008,9.231,0.614,7.562,0.592,d3a33dfb468a228f13727bd2d6ac68c25c5f26ce74d1cf473bb8cd40d2990303,1
TR-2026-0154,2026-01-02T22:15:00,8.616,41.053,524.95,0.217,187.842,100.223,6.64,0.904,5.537,1.952,e8b1e92c82f41e0962f476d25d8450cd6dce15ae1f31231224c459302582c669,-1
TR-2026-0155,2026-01-02T22:30:00,11.66,36.899,524.431,0.392,178.659,89.85,3.985,1.219,1.903,0.968,1a8823b48248ea2dc3a50b9402c1bcdb7c050028ac054246f932914df6f3cbea,1
TR-2026-0156,2026-01-02T22:45:00,15.382,45.781,487.081,0.397,185.879,85.3,7.727,0.788,3.678,0.695,4a640eda29ca1f330e7e8e9d3e0d5e9e932eb9c6efb1d1e3c78ade4f2a3ac641,1
TR-2026-0157,2026-01-02T23:00:00,14.744,34.053,513.366,0.368,186.336,81.891,12.432,1.003,2.032,1.435,51f7f21175404b5f391acccbf527b1228dbf8716f727dcb6bde64aa42052d6d6,1
TR-2026-0158,2026-01-02T23:15:00,10.269,47.511,502.789,0.539,175.706,80.048,6.031,0.574,5.649,1.42,76e0ffb3a1292d1c85c7f1d0a28f7d659161244b521fa7644e41c8356fc7ad12,1
TR-2026-0159,2026-01-02T23:30:00,18.803,36.754,522.465,0.332,175.669,79.959,4.829,0.379,3.784,0.774,fcfde1ad7c22974512abf96e15138dc5ad417abfd2973d05880d4b409d635226,1
TR-2026-0160,2026-01-02T23:45:00,9.247,67.477,504.202,0.457,169.456,98.649,11.359,0.919,1.98,1.274,f26fa035983b4a2f180b18b06cefe24acbd759cd8f0f0b43e68b05a3ca4275ab,1
TR-2026-0161,2026-01-03T00:00:00,16.387,51.474,523.34,0.206,173.199,90.502,11.639,1.244,1.612,1.306,45e3535fa96f6c37b39ca3d151a3ba83046f301f3ff92f7376437ef16f65479c,1
TR-2026-0162,2026-01-03T00:15:00,7.025,44.937,529.584,0.42,162.774,82.394,7.018,0.741,3.155,1.045,e0b3c502c32470886169156f079114d2339552107dabe6ab62209ce1e3b98469,1
TR-2026-0163,2026-01-03T00:30:00,13.327,42.565,505.662,0.459,161.949,88.816,7.998,0.816,5.441,0.517,fb758d34e1d6ec2e3656ed8bd7d904640fa31b0b2422f4ea92b13d7824853df9,1
TR-2026-0164,2026-01-03T00:45:00,12.821,44.943,525.956,0.404,192.972,92.461,9.452,0.696,0.838,1.469,8864fa03314f43bd2d4db72f2d87fc34724974d3551355d5e46f6aed1dc24e1b,1
TR-2026-0165,2026-01-03T01:00:00,13.934,37.963,543.583,0.536,203.706,77.991,7.321,1.099,4.086,0.809,0a65a5953a799fb78c78c2020c3c2f4efbceb624510a378134ff2a0220c2f23c,1
TR-2026-0166,2026-01-03T01:15:00,13.736,45.704,527.685,0.424,202.739,77.794,6.238,0.804,5.318,0.676,fde72c6976cc21e307acf404adfc0239c37d0f1768a13bf793b9514bff9d9ccf,1
TR-2026-0167,2026-01-03T01:30:00,5.887,45.262,480.859,0.412,192.937,79.868,8.694,0.68,5.008,1.366,a9301962919aeec6da4bb257cf382d45de37f84d1750940357e59fa763548ede,1
TR-2026-0168,2026-01-03T01:45:00,11.494,53.35,533.768,0.31,192.867,76.323,12.238,1.21,4.435,1.255,7ea2986b69f557635055414ad7022dd99b571d67479bb3c3d0db7728d0300846,1
TR-2026-0169,2026-01-03T02:00:00,14.036,42.034,528.245,0.537,178.258,80.07,4.417,0.374,1.257,1.455,8133fcc1900545e9206f88f58dc173c485079978c3fc7c6b89c690dc37fe8fea,1
TR-2026-0170,2026-01-03T02:15:00,16.276,31.991,545.37,0.592,179.518,85.812,1.976,0.907,2.405,1.27,2b5bf1a8ffc55806c523cf855c599ed4dcf43af3d1551e5794c93847b31084e1,1
TR-2026-0171,2026-01-03T02:30:00,13.629,53.196,492.589,0.336,159.128,82.869,6.255,0.18,4.68,1.043,54630f7c32d0dbfa7f0f2ed8768ae1b23199b349e8d07a7ea18d369df845847e,1
TR-2026-0172,2026-01-03T02:45:00,10.336,53.57,541.103,0.437,192.429,75.713,8.097,0.859,3.295,1.352,b15a5dacf73843bc1bb0b8cd694e9e83d3011fd879cb1626e5b8713534425a03,1
TR-2026-0173,2026-01-03T03:00:00,13.529,49.415,417.899,0.569,148.428,80.072,11.076,0.673,1.801,0.817,5e6f892204d27c9d68e718d1808bc674631be6f8949b365cfb95a69d16bb899d,1
TR-2026-0174,2026-01-03T03:15:00,6.235,54.032,518.071,0.331,178.003,76.862,10.599,1.093,1.421,1.059,77ed2da6e3f464e17e915cfd61420a5c92138babacbf6d63d66238e2f19a6fbe,1
TR-2026-0175,2026-01-03T03:30:00,15.881,34.199,576.148,0.447,171.057,79.582,5.595,0.29,4.142,0.77,949530503e593dc3c306135002effe8465e1af5687973f7d16befec06ab44f9f,1
TR-2026-0176,2026-01-03T03:45:00,10.861,30.577,493.674,0.359,174.545,101.008,8.169,0.898,1.335,0.971,11210e7c261b260549f36df79b65dbdf29d5bd3eb961cc5ab474bf703f35e35a,1
TR-2026-0177,2026-01-03T04:00:00,8.926,52.265,477.906,0.421,177.967,86.315,6.079,0.692,3.646,0.943,86ad8fd5b8e16a70edfd8abb12197eb80176e033c2579d0fd7960fdf06808c12,1
TR-2026-0178,2026-01-03T04:15:00,12.715,44.291,504.934,0.53,182.17,82.546,22.855,6.435,25.875,1.469,895bdc7314ceb8fcb349d6c40c91cdaeb8d68804dfa202fbfb30296bee099b9f,-1
TR-2026-0179,2026-01-03T04:30:00,12.512,40.516,521.087,0.425,175.568,82.681,8.595,0.493,2.791,0.724,621b4ece9d195baa6dbfa7209ef7278b3c7b00c1b1ddc7acc29ffcd87aaa6c27,1
TR-2026-0180,2026-01-03T04:45:00,13.636,46.853,553.781,0.459,189.704,87.431,7.725,0.588,7.321,1.042,f543d2ffd20fe7fc1a69f5605df6d6a669b47c89bfe8a4b2b79f7da59a51a0b2,1
TR-2026-0181,2026-01-03T05:00:00,13.302,47.015,470.832,0.562,183.87,76.113,11.566,1.05,2.103,1.822,1972eeef83560fd62437561fb310ead841523f9a8c11baae322d6d33aa0c9b69,1
TR-2026-0182,2026-01-03T05:15:00,11.969,57.722,525.575,0.447,177.076,89.655,9.43,0.806,2.815,1.245,f97441d83be7b5d20514303c167ff72ddc9554e07042448bc7512c3ff67d3797,1
TR-2026-0183,2026-01-03T05:30:00,8.0,33.226,539.78,0.19,187.465,81.175,11.925,0.603,4.989,1.061,f5c7a0a4f5c551b8ff972939c816a966d181d252504f316a94ae4e5007f96c25,1
TR-2026-0184,2026-01-03T05:45:00,14.211,41.3,554.879,0.351,188.535,92.381,9.98,1.567,2.855,0.717,c57d3d66a37ef064877d438471b457edf5ade0af192405beee48a5ddcbb56b73,1
TR-2026-0185,2026-01-03T06:00:00,13.981,48.983,523.579,0.338,194.202,75.202,11.477,1.943,4.55,1.404,d560114abfb72b985d009187a5c9c03b3e015aca872baec9faba2d7f1b37485d,1
TR-2026-0186,2026-01-03T06:15:00,6.569,40.178,481.749,0.305,205.668,87.183,9.139,0.676,3.741,1.538,27266ff2840bf14763bae6e526b6c858c0c5be0f7e7acb38d9c3868116dd186e,1
TR-2026-0187,2026-01-03T06:30:00,13.592,43.432,508.025,0.309,161.267,82.908,8.169,0.286,3.948,3.176,c710fc8410f9fc878a05791a77d49b142576712da557dc4e479b8a65af0eb7e5,-1
TR-2026-0188,2026-01-03T06:45:00,13.161,35.771,525.546,0.552,194.325,84.238,6.596,0.548,4.702,1.268,5fec648fb0646185e0ef6fefb140386ebed47671f1cae83c73ada13c7f29c243,1
TR-2026-0189,2026-01-03T07:00:00,12.396,51.55,523.311,0.528,195.45,78.564,2.576,1.417,4.385,0.6,438df0f09d014626d2845f05861fa3cfb4c0989041495a7c9a648267f770bc49,1
TR-2026-0190,2026-01-03T07:15:00,14.316,42.763,502.078,0.59,172.433,78.615,8.634,0.956,4.745,1.519,f3181da51f628a60da9fd45f2c0c678a9c45f0c4e17f36f4c3569d657706a2e6,1
TR-2026-0191,2026-01-03T07:30:00,13.468,42.926,522.194,0.461,187.581,91.18,9.665,0.818,2.786,1.224,60d9fd7bbd9ba6a67ec3f190eeda18d1ab8eb15c316ba44a5d98a96d9887e433,1
TR-2026-0192,2026-01-03T07:45:00,12.58,62.652,501.668,0.492,197.822,85.784,15.014,0.649,4.486,0.92,ad4c49bab2b61307b305b914d3048e16148ecdf0409a83b6b7e4b0fb3a9a1883,1
TR-2026-0193,2026-01-03T08:00:00,12.747,51.77,531.168,0.576,183.86,82.343,16.112,0.958,2.921,0.957,0589e5b66e2bf14e58d03c8e47a1b8abca07858b467461bdb053fd6197d352f4,1
TR-2026-0194,2026-01-03T08:15:00,14.81,42.085,524.458,0.444,193.778,78.226,4.773,0.89,4.901,1.316,8935271422714d71b02a0cbbffb39ed49804a9d9830e34a3018703780cc8759b,1
TR-2026-0195,2026-01-03T08:30:00,14.032,39.049,501.746,0.356,200.614,90.067,9.815,1.299,8.219,0.602,1c15aefeb43324cc98300c0e4907acacc1205a5c7016dc08947eb40fa5ee92c5,1
TR-2026-0196,2026-01-03T08:45:00,10.151,38.193,482.285,0.42,170.401,87.68,8.155,0.992,4.762,1.411,844eb932c662e84a2d4390c2d11d4429b6c1cb561deed92004a8279ead6ba95a,1
TR-2026-0197,2026-01-03T09:00:00,18.363,46.875,454.813,0.35,164.114,85.139,7.635,0.613,7.016,1.392,3cf0e8df6bf66d1d5a4144cd5c2946a8a69beb534364a62a6d3927816eaff332,1
TR-2026-0198,2026-01-03T09:15:00,9.207,37.007,521.288,0.467,162.724,83.558,8.042,0.714,2.78,1.011,c5d09d840503dd13102b6e33710b5a1f4e5f31d509d98db52be3c003368eca82,1
TR-2026-0199,2026-01-03T09:30:00,12.272,49.838,557.83,0.421,179.526,88.501,9.833,0.626,5.186,1.543,1ecc751a16647e4fb8f5176b160e2b3301f924c490206568130e53f325029ccf,1
TR-2026-0200,2026-01-03T09:45:00,17.335,38.069,520.486,0.451,183.823,79.806,3.543,0.837,2.847,1.23,0a0d52bb0c42e4ea25c4541ccfe4c8b66cfcaa75d47b6ea8b8eb56a769eaa5a2,1
TR-2026-0201,2026-01-03T10:00:00,8.701,46.874,525.282,0.508,211.23,87.218,9.455,0.369,2.07,1.754,6d8218f770a08f38c4005afd4a6c4531c1758b3484615d26dff6af5c3b3a4101,1
TR-2026-0202,2026-01-03T10:15:00,8.868,44.687,516.843,0.36,181.34,94.835,5.582,0.243,5.414,1.372,5c78a5d546d6a58c8fc2f0ffa8ed28c2c48b6b1e57bbec82d55b49e8032f0a4b,1
TR-2026-0203,2026-01-03T10:30:00,7.253,39.043,518.085,0.89,172.561,84.324,10.025,-0.153,5.551,0.786,61293488d9cfa06129af6ebfa56a245095007bcdcb8987635ca1247fc779ab3b,-1
TR-2026-0204,2026-01-03T10:45:00,15.254,49.407,436.795,0.372,186.658,83.44,9.433,1.116,4.913,1.125,4e886ed8dd7f910e8ff034490b1d8ef2677f944794bcde4b7be35bacfebca3a6,1
TR-2026-0205,2026-01-03T11:00:00,10.634,48.331,481.834,0.513,195.901,86.015,-1.191,0.289,6.829,1.009,c8f5b36e16a6f84411b2ae11abf029283d5953c4767a693e0f6421359f73cbae,1
TR-2026-0206,2026-01-03T11:15:00,15.706,45.107,558.673,0.478,190.503,87.904,10.092,1.711,5.457,0.647,5b55a2e0eb9242b0137881bcee867c5a43e54b82dd53f54bb6b7c4f13b093bdf,1
TR-2026-0207,2026-01-03T11:30:00,15.424,54.622,505.069,0.566,196.133,105.58,5.75,0.597,3.541,1.028,9a3f894b230eae2835113e90543ca5e724278882ca9f5c3dea343dd939391e6c,1
TR-2026-0208,2026-01-03T11:45:00,3.712,41.522,532.928,0.401,208.225,85.107,11.873,0.905,5.24,1.298,d2fc11e54c63934d3ced7278fead79f99baf4f76027aba87fbe30130e3400dee,1
TR-2026-0209,2026-01-03T12:00:00,12.168,48.969,532.822,0.421,189.86,102.875,7.189,0.968,5.887,1.599,86c54eb6b81e848e8089371abec89e0213621a1a95af86fe934d6c56bd2d1a83,1
TR-2026-0210,2026-01-03T12:15:00,4.85,49.134,442.318,0.597,187.034,92.997,5.294,0.179,4.391,1.188,706bf9269c69d0fcfc2fddf83232b401c358d23723ed5c5ba7bd49b3b3163709,1
TR-2026-0211,2026-01-03T12:30:00,12.254,70.765,434.247,0.555,195.127,96.836,7.43,-0.022,3.717,1.484,84bc69c338335869951a450875dd9315e3f15838a68db77df629888d7d62992a,-1
TR-2026-0212,2026-01-03T12:45:00,14.248,50.212,541.756,0.446,187.371,75.519,1.441,0.86,4.486,1.623,5abb36ea9f98c0768abca12ca100050dde997c705a52712ab05d85e8460fee98,1
TR-2026-0213,2026-01-03T13:00:00,16.71,37.016,507.671,0.498,215.383,96.841,11.358,0.645,2.675,1.476,ad0395649b89c544a69b11fb2d659f0080e8b3fc97f092ce783ab59fd30367a9,1
TR-2026-0214,2026-01-03T13:15:00,11.285,44.082,575.752,0.415,155.729,89.036,5.903,0.817,3.87,1.104,80fe860b2ba8a88d29ce2ea56777b137df3379831ea045e5b5546e59203cefa6,1
TR-2026-0215,2026-01-03T13:30:00,7.401,40.864,543.941,0.389,165.694,90.348,11.369,0.782,1.059,1.447,688ec42dcad9d10c5c19cfffb9b3ff4dc60369e0b59eb4b618fab2a9e59029e5,1
TR-2026-0216,2026-01-03T13:45:00,12.926,37.9,479.406,0.406,182.8,79.846,9.766,0.622,5.47,1.298,06d94b8de9416b0164362ccef010e38c9ae2838f9b266acd70bcdb6ba7c197f1,1
TR-2026-0217,2026-01-03T14:00:00,9.402,31.82,530.176,0.415,156.534,80.714,5.297,1.43,1.446,0.696,553c945883510109cc745e19ef8c7e70060480ed84c958f0bed4032ece71aea9,1
TR-2026-0218,2026-01-03T14:15:00,16.07,39.04,497.877,0.512,157.075,70.11,7.158,1.42,3.346,1.235,0c0ec80e6d976ad56aa2e14120f59d822d531840ac593f20d18e3f6b2f484d3e,1
TR-2026-0219,2026-01-03T14:30:00,18.321,40.385,519.411,0.632,166.734,93.221,4.945,0.841,3.636,0.865,d9d523eb96da3675dacaa449d8b18246c92c9a58c685b4c8bceaca5033305fc2,1
TR-2026-0220,2026-01-03T14:45:00,6.972,37.135,529.675,0.55,183.443,85.561,9.714,0.411,5.11,1.487,449cf1b5da8e88a266e0893c86f181318fd0a89888757a0e61f626e16995b742,1
TR-2026-0221,2026-01-03T15:00:00,10.872,41.335,546.914,0.532,178.579,81.775,9.623,0.469,3.384,1.231,7061478611f929a63281274b56ab0c76601c457eacbc5a487799b948cec9ed92,1
TR-2026-0222,2026-01-03T15:15:00,10.186,30.261,452.919,0.324,169.242,83.763,4.433,0.519,2.839,1.046,d2489ec7a144eab9ea53e34d8283a64b5dd80fb27ff0d001c2391b85f2150ce6,1
TR-2026-0223,2026-01-03T15:30:00,13.986,45.129,503.864,0.407,188.933,89.673,5.277,0.815,0.953,1.274,6a1059626cf2d3f61fb18384a7522e3853bcc53d537e19cdae70da169df5164a,1
TR-2026-0224,2026-01-03T15:45:00,11.16,59.532,489.157,0.472,184.57,84.198,7.657,0.843,5.272,1.682,8366dd5cf104557d1c698c33e687e1211f7f03b4738e6bbf2a48a1e449a953c1,1
TR-2026-0225,2026-01-03T16:00:00,12.689,44.982,548.536,0.38,194.191,78.904,11.272,1.684,3.817,0.433,836bcb1b0f6fb52fa4995d2a62626e92fcf5410a73bf046af06a5f0e5278ace5,1
TR-2026-0226,2026-01-03T16:15:00,15.696,49.425,528.712,0.551,190.813,94.742,10.758,1.409,4.538,1.517,4b5d7acc404cadc6cc12a2d40843dbaf7ba42c384e28396a359a941ba0ffc8d2,1
TR-2026-0227,2026-01-03T16:30:00,10.196,58.654,527.567,0.53,186.485,80.308,8.033,1.374,4.833,0.601,8b0d6fed5578d25a415224514c0365c76f0a1be78c3eb11e643c4b2933174cf9,1
TR-2026-0228,2026-01-03T16:45:00,17.347,43.29,456.983,0.639,193.189,84.44,6.886,1.233,3.187,1.602,8676d46a7fa9fab9f88ef974d19e0c4c7067444f7e604ceae2b1da91ef9b44fd,1
TR-2026-0229,2026-01-03T17:00:00,12.734,46.164,513.876,0.555,174.616,72.025,9.843,1.052,4.72,1.343,f5b9922fc916b32a010acc379132533887721a5fc8be5b6a1cd6bf5525e47018,1
TR-2026-0230,2026-01-03T17:15:00,14.362,44.636,502.951,0.419,209.248,71.12,9.499,0.128,3.838,1.048,e7b1d78e46084361f7bdc050eefc30a41f6089c9d1cea2aba085671485c9be5d,1
TR-2026-0231,2026-01-03T17:30:00,13.167,41.96,446.528,0.534,202.22,96.921,9.077,0.818,5.992,1.789,1d778be0456f22e736c64ce496b6cd306ad999626190b71b0aef4668989794cc,1
TR-2026-0232,2026-01-03T17:45:00,9.175,46.611,535.383,0.269,190.632,103.184,9.92,1.389,4.274,1.174,7a6cac9b20ba1d083307a7362cc98768693516755eb7a80573003131d7556d43,1
TR-2026-0233,2026-01-03T18:00:00,9.553,37.29,564.321,0.587,173.107,92.744,7.739,0.936,4.69,1.548,a849e8fd596cc7210fec77d57a4fdea449f016e530243c573ae9283b8c2826b6,1
TR-2026-0234,2026-01-03T18:15:00,16.23,47.475,541.846,0.367,210.904,88.759,10.139,0.157,2.766,1.633,895609001bc841cdad60110890ff78940dcb4172857bf69fb3f9cad2e9b86abf,1
TR-2026-0235,2026-01-03T18:30:00,6.259,53.306,500.968,0.591,183.946,86.638,11.537,0.441,2.511,1.131,cbe883bfea79d66e9db49911381073075201a067a2af94c37519972bf673c45d,1
TR-2026-0236,2026-01-03T18:45:00,8.007,31.656,548.83,0.39,180.293,70.146,5.963,0.797,5.396,0.93,3f5a9e159a8582737e50be96c8b795d0a714714339dd57affe23694442a33869,1
TR-2026-0237,2026-01-03T19:00:00,9.946,39.535,573.808,0.471,178.376,83.759,12.059,1.386,2.775,1.185,8dc573aaa48b75c45fb777e001a612deb85d275c8c1ffcd80f092eedbba305b5,1
TR-2026-0238,2026-01-03T19:15:00,9.041,44.555,520.186,0.564,199.489,82.366,7.358,1.066,3.122,1.406,1322763fd9a64537e2714d755f02abd1cb372584d763df334d2f654d722cbf10,1
TR-2026-0239,2026-01-03T19:30:00,9.092,37.345,570.647,0.434,204.684,80.891,8.874,1.757,2.414,0.536,abe599a051aa975919094b14d5cbf040be5f6858cd46d03c8f02268d85f2dd08,1
TR-2026-0240,2026-01-03T19:45:00,9.52,44.834,499.493,0.477,173.594,83.56,9.349,0.397,2.95,1.078,90bec359925b437405a1a4e6b8be45586973eab18bac56a954ba0ab2cb05252b,1
TR-2026-0241,2026-01-03T20:00:00,10.732,45.95,506.016,0.423,184.761,79.754,10.073,1.374,3.303,1.37,df35466cd74a7720b86164a7e6d8cd200ee356eabc026cab99b966f07573a64a,1
TR-2026-0242,2026-01-03T20:15:00,13.096,57.526,537.803,0.273,190.448,94.863,7.335,1.198,2.965,0.68,86f7aac4278a339589e18f68ec74b5162b2c85e307244040fb2d8e3ee1b6200e,1
TR-2026-0243,2026-01-03T20:30:00,6.731,43.082,565.039,0.259,169.646,76.744,7.81,0.654,6.099,1.534,ced30c356989fe03c0fc226fcb1fb1000664a12c82ad3cb05a84c1d0cb7b1434,1
TR-2026-0244,2026-01-03T20:45:00,12.437,48.146,489.831,0.536,171.655,91.683,11.558,0.884,3.736,1.34,e0ca2720c7ef86122a5b2583d7f873609bd7ebb7c5c91a7b45467dc287fc92ec,1
TR-2026-0245,2026-01-03T21:00:00,12.907,44.093,518.228,0.521,184.103,75.878,7.576,0.827,4.172,1.257,c5dc5192c7088e9811c73db3531b53cb421082d966db925a1c3d3b2ce5fffc76,1
TR-2026-0246,2026-01-03T21:15:00,8.742,46.406,565.148,0.277,187.156,80.317,6.888,0.438,3.746,1.844,1231b7c03db351a7e88488212b524f7f4e273f785cb0a62b159c3b79c378cd94,1
TR-2026-0247,2026-01-03T21:30:00,8.491,34.585,580.46,0.404,184.692,81.778,5.167,0.706,7.687,1.687,a5448f045db82c570199fbdd627c9d8f63c6d9c14f256b2dbe0f9a59e49c42af,1
TR-2026-0248,2026-01-03T21:45:00,13.943,38.348,457.827,0.552,198.921,93.368,6.59,0.733,5.125,1.337,6e283ea36a49612aaedcc094261c3b39bd6ba072846a1db7c37479cc71397179,1
TR-2026-0249,2026-01-03T22:00:00,7.143,45.911,557.765,0.33,192.665,87.652,10.25,1.149,2.958,3.52,843da83d1215c49dc5da0dc34e3ce26fae0e9efe1d6559cb5a53dfacc224b230,-1
TR-2026-0250,2026-01-03T22:15:00,10.374,39.448,456.253,0.625,194.909,91.159,10.903,1.031,3.634,1.143,85f476f2b2d36b35b8e348d437358be0061162ad41c688739ccdfd8a14152225,1
TR-2026-0251,2026-01-03T22:30:00,19.904,49.447,503.767,0.497,172.87,97.036,6.017,1.0,5.599,1.335,6f5697ea958b99b390f2a24d1d4cffc917bc741b705e38aa70bcadaae8d7f1f4,1
TR-2026-0252,2026-01-03T22:45:00,12.032,44.548,499.816,0.405,202.755,84.132,5.643,0.593,5.651,1.436,85acb685f033253dba048dc2af8838ea37f33206b00e05585e4d4a3e91dbc16e,1
TR-2026-0253,2026-01-03T23:00:00,11.227,49.587,497.475,0.424,196.638,91.994,5.054,0.458,4.163,1.804,9a0390624c5bbc42597aac9fb68780df9d5c0a56e42e87cff72fc0d083e77b47,1
TR-2026-0254,2026-01-03T23:15:00,12.835,33.992,497.798,0.414,179.954,80.73,8.022,0.586,1.806,1.473,2baebf0ef0936e01d0ce70eb0c356d52dcb2895f5c530a7d0861c93c7276c65b,1
TR-2026-0255,2026-01-03T23:30:00,14.53,32.674,530.462,0.518,172.626,85.073,7.651,1.537,6.887,0.617,ccc556e0ed9704b106d06a5b9e2117a701f9e6839b2a03e8f64c084d75ed81d8,1
TR-2026-0256,2026-01-03T23:45:00,9.254,52.845,553.967,0.35,190.919,84.14,9.663,0.892,5.795,1.226,a5158fb3257813475c17a607539589a5412f5eff981365292fc135d0763659ab,1
TR-2026-0257,2026-01-04T00:00:00,15.288,49.643,545.613,0.384,172.457,80.458,6.138,1.114,5.464,1.146,44d7b2eef05cb1a610238832246af6b12b54ed6f509af9c6dbe5db5adacde632,1
TR-2026-0258,2026-01-04T00:15:00,16.105,46.947,491.234,0.608,184.268,86.009,6.981,0.444,1.797,1.422,7bef9b659a927157426dec24b1291b90df11536ae1168b8d1e518e64e2a93216,1
TR-2026-0259,2026-01-04T00:30:00,21.179,36.311,475.992,0.501,203.352,85.517,9.717,0.063,2.984,0.824,1d3e67e90f367477aac46dfc57daca5d87185131461fba4e472f53cf339c5bae,1
